Date;Europe Brent Spot Price FOB (Dollars per Barrel)
Jan 03, 2022;78,25
Jan 04, 2022;79,39
Jan 05, 2022;80,6
Jan 06, 2022;81,99
Jan 07, 2022;82,28
Jan 10, 2022;81,56
Jan 11, 2022;84,98
Jan 12, 2022;85,83
Jan 13, 2022;85,8
Jan 14, 2022;87,17
Jan 17, 2022;87,82
Jan 18, 2022;88,83
Jan 19, 2022;89,64
Jan 20, 2022;89,75
Jan 21, 2022;89,75
Jan 24, 2022;87,74
Jan 25, 2022;89,49
Jan 26, 2022;91,22
Jan 27, 2022;90,7
Jan 28, 2022;91,47
Jan 31, 2022;92,35
Feb 01, 2022;90,24
Feb 02, 2022;91,43
Feb 03, 2022;92,99
Feb 04, 2022;96,86
Feb 07, 2022;97,28
Feb 08, 2022;96,07
Feb 09, 2022;94,95
Feb 10, 2022;96,37
Feb 11, 2022;97,5
Feb 14, 2022;101,66
Feb 15, 2022;98,43
Feb 16, 2022;97,44
Feb 17, 2022;95,28
Feb 18, 2022;96,18
Feb 21, 2022;98,95
Feb 22, 2022;98,73
Feb 23, 2022;99,29
Feb 24, 2022;101,29
Feb 25, 2022;98,56
Feb 28, 2022;103,08
Mar 01, 2022;110,93
Mar 02, 2022;118,94
Mar 03, 2022;115,36
Mar 04, 2022;123,86
Mar 07, 2022;129,02
Mar 08, 2022;133,18
Mar 09, 2022;116,58
Mar 10, 2022;114,54
Mar 11, 2022;118,11
Mar 14, 2022;110,39
Mar 15, 2022;105,14
Mar 16, 2022;104,61
Mar 17, 2022;113,5
Mar 18, 2022;114,32
Mar 21, 2022;122,29
Mar 22, 2022;121,53
Mar 23, 2022;127,52
Mar 24, 2022;123,98
Mar 25, 2022;122,67
Mar 28, 2022;114,5
Mar 29, 2022;112,79
Mar 30, 2022;115,59
Mar 31, 2022;107,29
Apr 01, 2022;106,13
Apr 04, 2022;108,15
Apr 05, 2022;106,6
Apr 06, 2022;100,81
Apr 07, 2022;99,83
Apr 08, 2022;101,26
Apr 11, 2022;97,92
Apr 12, 2022;104,42
Apr 13, 2022;108,49
Apr 14, 2022;110,83
Apr 19, 2022;105,49
Apr 20, 2022;105,05
Apr 21, 2022;107,2
Apr 22, 2022;105,15
Apr 25, 2022;99,27
Apr 26, 2022;102,89
Apr 27, 2022;103,3
Apr 28, 2022;105,78
Apr 29, 2022;108,36
May 03, 2022;104,94
May 04, 2022;110,53
May 05, 2022;112,11
May 06, 2022;113,86
May 09, 2022;106,67
May 10, 2022;102,61
May 11, 2022;107,7
May 12, 2022;108,06
May 13, 2022;112,12
May 16, 2022;114,86
May 17, 2022;112,89
May 18, 2022;110,04
May 19, 2022;113,22
May 20, 2022;113,63
May 23, 2022;115,13
May 24, 2022;115,77
May 25, 2022;116,41
May 26, 2022;119,81
May 27, 2022;121,19
May 30, 2022;123,01
May 31, 2022;125,53
Jun 01, 2022;122,2
Jun 03, 2022;125,68
Jun 06, 2022;124,99
Jun 07, 2022;126,89
Jun 08, 2022;129,2
Jun 09, 2022;128,47
Jun 10, 2022;127,44
Jun 13, 2022;128,44
Jun 14, 2022;127,02
Jun 15, 2022;124,96
Jun 16, 2022;125,78
Jun 17, 2022;119,22
Jun 20, 2022;118,25
Jun 21, 2022;118,51
Jun 22, 2022;115,54
Jun 23, 2022;114,5
Jun 24, 2022;117,36
Jun 27, 2022;119,69
Jun 28, 2022;122,21
Jun 29, 2022;120,8
Jun 30, 2022;119,78
Jul 01, 2022;119,21
Jul 04, 2022;121,8
Jul 05, 2022;110,49
Jul 06, 2022;108,54
Jul 07, 2022;113,4
Jul 08, 2022;113,95
Jul 11, 2022;114,85
Jul 12, 2022;106,98
Jul 13, 2022;107,17
Jul 14, 2022;107,74
Jul 15, 2022;112,26
Jul 18, 2022;117,27
Jul 19, 2022;114,96
Jul 20, 2022;115,86
Jul 21, 2022;112,81
Jul 22, 2022;106,77
Jul 25, 2022;108,23
Jul 26, 2022;107,32
Jul 27, 2022;109,64
Jul 28, 2022;109,68
Jul 29, 2022;111,51
Aug 01, 2022;106,09
Aug 02, 2022;106,51
Aug 03, 2022;101,82
Aug 04, 2022;97,99
Aug 05, 2022;100,31
Aug 08, 2022;103,46
Aug 09, 2022;103,81
Aug 10, 2022;105,06
Aug 11, 2022;107,19
Aug 12, 2022;103,7
Aug 15, 2022;98,25
Aug 16, 2022;95,36
Aug 17, 2022;97,22
Aug 18, 2022;96,35
Aug 19, 2022;96,45
Aug 22, 2022;95,06
Aug 23, 2022;99,49
Aug 24, 2022;99,87
Aug 25, 2022;98,81
Aug 26, 2022;101,13
Aug 30, 2022;99,34
Aug 31, 2022;96,55
Sep 01, 2022;92,24
Sep 02, 2022;93,09
Sep 05, 2022;94,22
Sep 06, 2022;91,43
Sep 07, 2022;86,83
Sep 08, 2022;87,99
Sep 09, 2022;91,68
Sep 12, 2022;93,45
Sep 13, 2022;92,04
Sep 14, 2022;92,83
Sep 15, 2022;89,28
Sep 16, 2022;89,43
Sep 20, 2022;89,62
Sep 21, 2022;89,86
Sep 22, 2022;90,4
Sep 23, 2022;84,29
Sep 26, 2022;82,55
Sep 27, 2022;85,97
Sep 28, 2022;89,55
Sep 29, 2022;89,41
Sep 30, 2022;88,9
Oct 03, 2022;90,68
Oct 04, 2022;93,74
Oct 05, 2022;94,35
Oct 06, 2022;95,65
Oct 07, 2022;98,88
Oct 10, 2022;97,13
Oct 11, 2022;95,17
Oct 12, 2022;93,44
Oct 13, 2022;95,16
Oct 14, 2022;92,22
Oct 17, 2022;91,04
Oct 18, 2022;89,46
Oct 19, 2022;91,34
Oct 20, 2022;91,52
Oct 21, 2022;91,82
Oct 24, 2022;91,57
Oct 25, 2022;91,76
Oct 26, 2022;92,93
Oct 27, 2022;94,17
Oct 28, 2022;94,64
Oct 31, 2022;93,3
Nov 01, 2022;95,12
Nov 02, 2022;96,07
Nov 03, 2022;95,29
Nov 04, 2022;99,53
Nov 07, 2022;99,87
Nov 08, 2022;96,85
Nov 09, 2022;93,05
Nov 10, 2022;94,25
Nov 11, 2022;96,37
Nov 14, 2022;93,59
Nov 15, 2022;94,3
Nov 16, 2022;92,61
Nov 17, 2022;91
Nov 18, 2022;88,93
Nov 21, 2022;88,44
Nov 22, 2022;88,65
Nov 23, 2022;85,9
Nov 24, 2022;85,59
Nov 25, 2022;83,4
Nov 28, 2022;83,5
Nov 29, 2022;83,22
Nov 30, 2022;85,61
Dec 01, 2022;86,28
Dec 02, 2022;86,54
Dec 05, 2022;83,36
Dec 06, 2022;79,92
Dec 07, 2022;77,11
Dec 08, 2022;76,02
Dec 09, 2022;76,37
Dec 12, 2022;78
Dec 13, 2022;80,14
Dec 14, 2022;83,33
Dec 15, 2022;82,34
Dec 16, 2022;80,2
Dec 19, 2022;81,66
Dec 20, 2022;79,45
Dec 21, 2022;80,25
Dec 22, 2022;79,58
Dec 23, 2022;82,45
Dec 28, 2022;81,7
Dec 29, 2022;80,96
Dec 30, 2022;82,82
Jan 03, 2023;80,36
Jan 04, 2023;75,31
Jan 05, 2023;76,73
Jan 06, 2023;76,41
Jan 09, 2023;77,5
Jan 10, 2023;78,4
Jan 11, 2023;81,11
Jan 12, 2023;82,59
Jan 13, 2023;83,43
Jan 16, 2023;82,65
Jan 17, 2023;84,38
Jan 18, 2023;83,78
Jan 19, 2023;85,08
Jan 20, 2023;86,96
Jan 23, 2023;87,54
Jan 24, 2023;85,25
Jan 25, 2023;85,08
Jan 26, 2023;86,29
Jan 27, 2023;85,36
Jan 30, 2023;84,9
Jan 31, 2023;83,42
Feb 01, 2023;81,61
Feb 02, 2023;80,57
Feb 03, 2023;78,85
Feb 06, 2023;80,48
Feb 07, 2023;82,92
Feb 08, 2023;84,17
Feb 09, 2023;83,46
Feb 10, 2023;85,46
Feb 13, 2023;85,98
Feb 14, 2023;84,96
Feb 15, 2023;84,11
Feb 16, 2023;83,84
Feb 17, 2023;81,97
Feb 20, 2023;82,79
Feb 21, 2023;82,14
Feb 22, 2023;79,55
Feb 23, 2023;82,08
Feb 24, 2023;82,31
Feb 27, 2023;81,24
Feb 28, 2023;83,21
Mar 01, 2023;83,68
Mar 02, 2023;84,15
Mar 03, 2023;85,74
Mar 06, 2023;85,86
Mar 07, 2023;83,03
Mar 08, 2023;82,1
Mar 09, 2023;81
Mar 10, 2023;82,3
Mar 13, 2023;79,67
Mar 14, 2023;76,77
Mar 15, 2023;74,3
Mar 16, 2023;73,12
Mar 17, 2023;71,03
Mar 20, 2023;72,42
Mar 21, 2023;74,78
Mar 22, 2023;76,08
Mar 23, 2023;74,31
Mar 24, 2023;73,63
Mar 27, 2023;76,8
Mar 28, 2023;78,07
Mar 29, 2023;77,51
Mar 30, 2023;78,45
Mar 31, 2023;79,19
Apr 03, 2023;85,81
Apr 04, 2023;85,7
Apr 05, 2023;85,89
Apr 06, 2023;86,56
Apr 11, 2023;87,32
Apr 12, 2023;88,31
Apr 13, 2023;86,51
Apr 14, 2023;87,31
Apr 17, 2023;85,63
Apr 18, 2023;85,48
Apr 19, 2023;85,34
Apr 20, 2023;83,29
Apr 21, 2023;83,36
Apr 24, 2023;84,23
Apr 25, 2023;82,13
Apr 26, 2023;79,19
Apr 27, 2023;80,11
Apr 28, 2023;81,32
May 02, 2023;76,71
May 03, 2023;72,91
May 04, 2023;73
May 05, 2023;75,85
May 09, 2023;77,76
May 10, 2023;76,7
May 11, 2023;75,32
May 12, 2023;74,54
May 15, 2023;75,46
May 16, 2023;75,15
May 17, 2023;76,98
May 18, 2023;75,75
May 19, 2023;75,42
May 22, 2023;75,77
May 23, 2023;76,66
May 24, 2023;77,99
May 25, 2023;75,66
May 26, 2023;76,33
May 30, 2023;73,38
May 31, 2023;71,98
Jun 01, 2023;74,18
Jun 02, 2023;76
Jun 05, 2023;76,61
Jun 06, 2023;76,22
Jun 07, 2023;76,85
Jun 08, 2023;75,88
Jun 09, 2023;74,74
Jun 12, 2023;71,8
Jun 13, 2023;74,24
Jun 14, 2023;73,39
Jun 15, 2023;75,75
Jun 16, 2023;76,76
Jun 19, 2023;76,09
Jun 20, 2023;75,79
Jun 21, 2023;76,92
Jun 22, 2023;73,93
Jun 23, 2023;73,56
Jun 26, 2023;73,86
Jun 27, 2023;71,88
Jun 28, 2023;73,64
Jun 29, 2023;73,86
Jun 30, 2023;74,51
Jul 03, 2023;74,52
Jul 04, 2023;76,23
Jul 05, 2023;76,74
Jul 06, 2023;76,72
Jul 07, 2023;78,77
Jul 10, 2023;77,83
Jul 11, 2023;79,54
Jul 12, 2023;80,35
Jul 13, 2023;81,31
Jul 14, 2023;79,9
Jul 17, 2023;77,8
Jul 18, 2023;79,54
Jul 19, 2023;79,38
Jul 20, 2023;79,62
Jul 21, 2023;81,06
Jul 24, 2023;82,53
Jul 25, 2023;83,46
Jul 26, 2023;82,98
Jul 27, 2023;84,28
Jul 28, 2023;84,49
Jul 31, 2023;85,22
Aug 01, 2023;85,34
Aug 02, 2023;84,01
Aug 03, 2023;86,19
Aug 04, 2023;87,38
Aug 07, 2023;86,47
Aug 08, 2023;88
Aug 09, 2023;89,31
Aug 10, 2023;87,44
Aug 11, 2023;87,93
Aug 14, 2023;87,4
Aug 15, 2023;86,28
Aug 16, 2023;84,49
Aug 17, 2023;85,24
Aug 18, 2023;85,92
Aug 21, 2023;85,44
Aug 22, 2023;84,7
Aug 23, 2023;83,94
Aug 24, 2023;84,07
Aug 25, 2023;85,42
Aug 29, 2023;86,37
Aug 30, 2023;86,62
Aug 31, 2023;87,29
Sep 01, 2023;89,98
Sep 04, 2023;90,42
Sep 05, 2023;91,25
Sep 06, 2023;91,79
Sep 07, 2023;91,16
Sep 08, 2023;91,85
Sep 11, 2023;91,97
Sep 12, 2023;93,58
Sep 13, 2023;93,04
Sep 14, 2023;95,2
Sep 15, 2023;95,55
Sep 18, 2023;95,95
Sep 19, 2023;96,11
Sep 20, 2023;94,56
Sep 21, 2023;93,7
Sep 22, 2023;93,99
Sep 25, 2023;94,01
Sep 26, 2023;94,46
Sep 27, 2023;97,1
Sep 28, 2023;96,64
Sep 29, 2023;95,86
Oct 02, 2023;91,21
Oct 03, 2023;94,46
Oct 04, 2023;89,83
Oct 05, 2023;88,28
Oct 06, 2023;87,86
Oct 09, 2023;91,37
Oct 10, 2023;90,7
Oct 11, 2023;87,58
Oct 12, 2023;88,4
Oct 13, 2023;94,33
Oct 16, 2023;90,99
Oct 17, 2023;92,52
Oct 18, 2023;91,99
Oct 19, 2023;93,12
Oct 20, 2023;93,72
Oct 23, 2023;91,88
Oct 24, 2023;88
Oct 25, 2023;90,14
Oct 26, 2023;88,45
Oct 27, 2023;90,73
Oct 30, 2023;90,73
Oct 31, 2023;86,82
Nov 01, 2023;86,92
Nov 02, 2023;89,02
Nov 03, 2023;87,55
Nov 06, 2023;87,31
Nov 07, 2023;83,43
Nov 08, 2023;81,46
Nov 09, 2023;81,74
Nov 10, 2023;83,66
Nov 13, 2023;84,09
Nov 14, 2023;84,2
Nov 15, 2023;82,4
Nov 16, 2023;77,73
Nov 17, 2023;81,22
Nov 20, 2023;83,25
Nov 21, 2023;82,42
Nov 22, 2023;81,76
Nov 23, 2023;80,85
Nov 24, 2023;79,82
Nov 27, 2023;79,49
Nov 28, 2023;81,66
Nov 29, 2023;82,98
Nov 30, 2023;81,72
Dec 01, 2023;78,72
Dec 04, 2023;78,16
Dec 05, 2023;77,27
Dec 06, 2023;74,33
Dec 07, 2023;74,21
Dec 08, 2023;75,94
Dec 11, 2023;75,75
Dec 12, 2023;74,11
Dec 13, 2023;74,14
Dec 14, 2023;77,05
Dec 15, 2023;76,84
Dec 18, 2023;78,89
Dec 19, 2023;79,82
Dec 20, 2023;81,1
Dec 21, 2023;80,73
Dec 22, 2023;80,23
Dec 27, 2023;80,97
Dec 28, 2023;79,04
Dec 29, 2023;77,69
Jan 02, 2024;76,24
Jan 03, 2024;77,18
Jan 04, 2024;75,79
Jan 05, 2024;78,31
Jan 08, 2024;75,47
Jan 09, 2024;77,97
Jan 10, 2024;78,46
Jan 11, 2024;80,21
Jan 12, 2024;79,89
Jan 15, 2024;79,76
Jan 16, 2024;80,15
Jan 17, 2024;78,88
Jan 18, 2024;81,04
Jan 19, 2024;80,71
Jan 22, 2024;81,7
Jan 23, 2024;82,04
Jan 24, 2024;82,15
Jan 25, 2024;82,33
Jan 26, 2024;83,34
Jan 29, 2024;83,99
